InvoiceNumber,InvoiceDate,CustomerCode,ProductCode,BaseQty,NetAmount,DiscountAmount,UnitPrice,ProductNameTH,GroupNameLevel1,GroupNameLevel2
HSO89C01208,20220611,KMC003024,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSO41C01617,20220512,JSS004949,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSAG4C00950,20220629,BWP003100,10000648,10,98.13,0.0,10.5,เอ็ม-150 เทอร์ปีน 150มล. 1x5x10,M-150,ENERGY DRINK
HS792209566,20220620,STW028275,10000602,10,124.61,1.67,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO01C00723,20220222,BBW007873,10000602,10,124.61,1.67,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HST79C00357,20220204,BBD001134,10000602,10,124.61,1.67,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSB87C01859,20220421,BBW020550,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSW45C03934,20220704,BBD005064,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSS86C03129,20220801,PET002659,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO03C02817,20220615,BBW013829,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAA3C01944,20220526,ACW006752,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792208596,20220607,STW028275,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAO4C01415,20220801,KNB007044,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSNN7C02201,20220525,ACW001715,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ51C03031,20220728,KNB009453,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSB87C02930,20220624,BBW015956,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ52C02506,20220528,KNB004297,10000629,10,124.61,1.67,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO04C02235,20220504,BBW012271,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAH5C00253,20220421,JBO003753,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
IVU932200154,20220318,ASC002872,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSP81C00684,20220204,STW002743,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO10C01018,20220311,BBW015940,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAA2C01527,20220509,ACW007039,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO10C02371,20220624,BBW018403,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO02C02082,20220402,BBW002586,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C02042,20220423,BBW012271,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO01C01373,20220408,BBW011918,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSNN7C00336,20220226,ACW001236,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C01174,20220306,BBW012294,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C02125,20220427,BBW020574,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSS92C00779,20220303,PET013075,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C00597,20220208,BBW020574,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO89C01665,20220718,KMC003024,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV63C02970,20220525,EKP001283,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSA04C01685,20220411,FMK001873,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO04C03777,20220727,BBW012294,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO04C03843,20220729,BBW012199,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV64C02550,20220519,EKP000268,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSS92C01544,20220506,PET012945,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV88C03155,20220719,KCS003738,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO89C01673,20220718,KMC002648,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO89C00400,20220212,KMC000732,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSAA3C00161,20220216,ACW000184,10000504,20,158.88,0.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
HSZ52C03077,20220630,KNB004297,10000586,20,158.88,0.0,8.5,เอ็ม-150  กระชายดำ BK 100มล. 1x5x10,M-150,ENERGY DRINK
HSAO2C00292,20220523,HTW016476,10000586,20,158.88,0.0,8.5,เอ็ม-150  กระชายดำ BK 100มล. 1x5x10,M-150,ENERGY DRINK
HSAI6C00986,20220714,KMC003658,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HST24C01270,20220401,EKR000860,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSAJ9C00405,20220712,EKP001740,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSAA3C01227,20220423,ACW007960,10000600,20,196.26,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSW45C03355,20220606,BBD005064,10000627,20,249.22,3.33,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSW45C02815,20220509,BBD005689,10000627,20,249.22,3.33,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO89C01351,20220624,KMC000732,10000627,20,249.22,3.33,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO02C04070,20220620,BBW021082,10000628,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSS27C03319,20220625,KNS026507,10000629,20,249.22,3.33,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSNN7C00886,20220326,ACW001236,10000602,30,373.83,5.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAG8C01020,20220604,STW028293,10000602,30,373.83,5.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSR64C00797,20220219,JTG000143,10000603,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
IVU932200101,20220310,ASC002867,10000604,30,373.83,5.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAO4C01082,20220704,KNB003441,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAO4C00746,20220606,KNB010641,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSR64C00797,20220219,JTG000143,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO04C01037,20220224,BBW020574,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSAA3C00073,20220208,ACW003093,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO02C01422,20220227,BBW021082,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00699,20220222,BBW004673,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSA04C00791,20220219,FMK002944,10000600,50,401.87,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSV86C02933,20220626,KCS009368,10000504,20,158.88,0.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
HSV64C01133,20220308,EKP000059,10000504,20,158.88,0.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
IVWW82201584,20220513,ARP007109,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
IVA592202836,20220804,ASC000392,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSB87C03381,20220722,BBW015956,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
IVA602202014,20220718,ASC007771,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSA09C03149,20220620,FMK001906,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSO06C00911,20220303,BBW013677,10000399,20,196.26,0.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSO06C02140,20220519,BBW011668,10000399,20,196.26,0.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSAA3C00073,20220208,ACW003093,10000512,20,196.26,0.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSZ52C03090,20220701,KNB010445,10000640,20,196.26,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSO06C02142,20220519,BBW013743,10000602,20,249.22,3.33,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO06C02144,20220519,BBW013707,10000602,20,249.22,3.33,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSNN7C00090,20220210,ACW001715,10000603,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSZ41C00738,20220215,KNB000191,10000604,20,249.22,3.33,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV64C02855,20220609,EKP002918,10000627,20,249.22,3.33,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ41C02744,20220622,KNB000191,10000627,20,249.22,3.33,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAH1C01575,20220726,BBW021371,10000628,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAH2C00652,20220528,JSS004888,10000628,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
IVU902200332,20220203,ASC008296,10000602,30,373.83,5.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV94C00690,20220325,KCS006562,10000603,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSZ51C02243,20220530,KNB004626,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO43C01376,20220513,JSS000141,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV64C00995,20220227,EKP000066,10000600,50,401.87,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO04C00712,20220212,BBW012213,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSR65C01266,20220301,JTG003537,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSS24C00503,20220205,KNS004938,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO43C01431,20220519,JSS004726,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV87C00734,20220223,KCS003501,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSB77C00301,20220221,ACW007640,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSS86C00441,20220201,PET002659,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HST24C00933,20220310,EKR000527,10000378,50,485.98,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSB87C01676,20220408,BBW015956,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSO01C00774,20220225,BBW011277,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSO47C00754,20220304,JSS006097,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSS86C02569,20220621,PET002659,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSS92C02486,20220722,PET012945,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSV65C00940,20220405,EKP001463,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO43C01002,20220412,JSS004726,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSAA3C02070,20220608,ACW000860,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAG8C01821,20220727,STW002747,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSV88C02396,20220606,KCS002131,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSB87C01676,20220408,BBW015956,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO04C03182,20220624,BBW012211,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSR65C02640,20220607,JTG003537,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVU932200154,20220318,ASC002872,10000512,100,971.96,10.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO43C01034,20220419,JSS000141,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAZ2C01823,20220604,ACW007107,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSB88C00806,20220211,BBW020502,10000378,250,1985.98,50.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSZ51C00775,20220222,KNB007044,10000600,250,1985.98,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSV94C02346,20220613,KCS007624,10000600,250,2406.54,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVC32201791,20220624,ASC001543,10000640,250,2406.54,50.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSO04C03612,20220721,BBW012294,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO41C00746,20220303,JSS004949,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSAA3C02316,20220622,ACW008032,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVU932200693,20220425,ASC004392,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO06C01399,20220404,BBW013370,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSA04C01151,20220315,FMK002944,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO06C01464,20220407,BBW011501,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST22C00974,20220424,EKR000608,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO01C01249,20220401,BBW011277,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO89C01050,20220524,KMC000732,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVA582201799,20220624,ASC001137,10000640,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSW43C01270,20220324,BBD001397,10000378,100,971.96,10.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HST24C00987,20220315,EKR012013,10000378,100,971.96,10.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSA04C01076,20220309,FMK001873,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO04C02125,20220427,BBW020574,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO06C02915,20220630,BBW011668,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST22C00936,20220423,EKR000875,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST22C00815,20220412,EKR000875,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO41C02028,20220616,JSS003133,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSS27C02232,20220430,KNS026507,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVC32200685,20220506,ASC004397,10000640,100,971.96,10.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSO03C01028,20220225,BBW013791,10000378,250,1985.98,50.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO48C00530,20220217,JSS000677,10000378,250,1985.98,50.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
IVA582200729,20220324,ASC002153,10000512,250,2406.54,50.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
IVC32201799,20220624,ASC001535,10000640,250,2406.54,50.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSAO4C01173,20220711,KNB007044,10000629,10,124.61,1.67,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSW45C03102,20220523,BBD005689,10000629,10,124.61,1.67,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HST79C00422,20220209,BBD000264,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO03C02816,20220615,BBW014056,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSJ25C03242,20220602,JBO004680,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO41C02523,20220728,JSS004949,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAA2C01025,20220412,ACW004430,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO01C01553,20220422,BBW011277,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSB88C00947,20220218,BBW020502,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSA04C02096,20220504,FMK003262,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C02481,20220515,BBW012199,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSR64C02020,20220507,JTG000143,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSB95C02263,20220715,BWP002987,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO06C03156,20220713,BBW021050,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO04C03157,20220623,BBW012097,10000629,10,126.17,0.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAO4C01082,20220704,KNB003441,20001730,6,48.6,0.0,8.67,เบบี้มายด์แป้ง สวีทตี้พิงค์ 50ก. (1x8x6),BBM,BABY TALCUM
HSA04C03549,20220713,FMK004919,10000548,10,97.2,0.0,10.4,ลิโพ-ไฟน์ 100มล 1X5X10,LIPO,ENERGY DRINK
HSA04C00504,20220208,FMK002944,20001726,1,57.94,0.0,62.0,ทเวลฟ์ พลัส ไวท์เทนนิ่ง พลัส โรลออน ดับเบิล ไวท์ ชมพู 25มล. 2ฟรี1 (1X8),12PLUS COS,DEODORANT
HSO01C01708,20220502,BBW007873,10000420,6,91.59,0.0,16.33,คาลพิส ออริจินัล 300 มล. 1x4x6 SBM,CALPIS LACTO,REFRESHMENT
HSO06C02125,20220519,BBW011501,10000399,150,1443.93,30.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSO02C03902,20220613,BBW021082,10000512,150,1443.93,30.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSAI6C00340,20220518,KMC003658,10000539,240,2682.24,90.0,12.33,คาลพิส โซดาออริจินัลน้ำตาลน้อย245มล1X4X6,CALPIS LACTO,REFRESHMENT
HSAA1C00017,20220204,ACW000221,10000578,24,261.68,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO01C02028,20220521,BBW007873,10000600,50,457.94,35.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSV86C02374,20220523,KCS000338,10000600,100,915.89,70.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO04C02661,20220523,BBW012199,10000600,250,2266.36,200.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00746,20220224,BBW003432,10000602,20,252.34,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
