InvoiceNumber,InvoiceDate,CustomerCode,ProductCode,BaseQty,NetAmount,DiscountAmount,UnitPrice,ProductNameTH,GroupNameLevel1,GroupNameLevel2
HSU16C00830,20220209,HTW012630,10000600,50,401.87,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO02C02365,20220411,BBW002586,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSS92C01884,20220603,PET013075,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO43C01376,20220513,JSS000141,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV83C02281,20220527,KCS000253,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAM1C00423,20220510,ACW000184,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792203826,20220322,STW004482,10000378,40,392.52,0.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSP84C00712,20220219,STW028293,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSV87C00615,20220214,KCS007218,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO02C03571,20220526,BBW002586,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSO06C02282,20220526,BBW021347,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSO06C02144,20220519,BBW013707,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSP82C00949,20220216,STW029026,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO06C03359,20220721,BBW013352,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO01C01866,20220513,BBW011918,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSNN7C02603,20220616,ACW004388,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAA3C00543,20220316,ACW007853,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO48C02011,20220606,JSS002871,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSZ41C01511,20220330,KNB000191,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSA81C01130,20220309,ACW004594,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO43C01354,20220512,JSS000761,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSA85C00092,20220524,ACW001110,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSS86C01879,20220503,PET002659,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSNN7C01537,20220427,ACW004145,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO89C01503,20220705,KMC000605,10000640,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSS26C01535,20220405,KNS026589,10000378,100,971.96,10.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSAA3C00911,20220407,ACW006752,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAA3C01561,20220504,ACW006707,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSA04C00402,20220202,FMK003262,10000600,250,1985.98,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO89C00821,20220425,KMC000605,10000600,250,2406.54,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVC32201796,20220624,ASC001538,10000640,250,2406.54,50.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
IVC32201727,20220623,ASC001526,10000640,250,2406.54,50.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSR69C01020,20220303,JTG002478,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO04C03047,20220617,BBW012199,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO89C00452,20220218,KMC002648,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSB87C03526,20220729,BBW020550,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSS86C03021,20220725,PET002659,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSO06C03033,20220707,BBW011501,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSS26C01921,20220505,KNS026589,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAO4C00310,20220503,KNB010641,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVU932200750,20220428,ASC002739,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00995,20220311,BBW011918,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVA582201085,20220425,ASC000959,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSJ25C02468,20220428,JBO004680,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVA542202526,20220705,ASC002570,10000640,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
IVA572203180,20220708,ASC001647,10000640,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSV85C01739,20220326,KCS007721,10000378,100,971.96,10.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSW42C01304,20220324,BBD001541,10000378,100,971.96,10.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSAH1C00095,20220418,BBW021058,10000399,100,971.96,10.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSS86C01772,20220425,PET002659,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVA572201804,20220510,ASC001647,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVU932200766,20220514,ASC002585,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSV61C01950,20220613,EKP001740,10000640,100,971.96,10.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
IVA562201469,20220406,ASC001613,10000600,250,2406.54,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAO7C00479,20220706,KCS006357,10000600,250,2406.54,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAM1C00786,20220528,ACW000184,10000600,250,2406.54,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST79C01627,20220608,BBD002756,10000629,10,124.61,1.67,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO04C02382,20220512,BBW012097,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO89C00369,20220210,KMC000605,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HS792202759,20220304,STW028275,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSR65C01266,20220301,JTG003537,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAH5C01815,20220727,JBO003753,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSXX9C02525,20220707,BVD004710,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO01C02124,20220527,BBW011277,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSS24C00642,20220218,KNS019978,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO05C00193,20220301,BBW021058,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO06C00457,20220202,BBW013367,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HS792202228,20220225,STW004684,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSQ46C00991,20220220,KCM003793,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO02C04902,20220723,BBW002586,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV84C03234,20220713,KCS011142,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO03C03241,20220707,BBW013831,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792206877,20220512,STW028275,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSS26C01921,20220505,KNS026589,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSA78C00893,20220429,ACW004521,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
IVVV62204106,20220730,ARP001397,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAA3C01546,20220504,ACW000860,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSNN7C02226,20220526,ACW006754,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV94C01840,20220520,KCS006562,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO04C02481,20220515,BBW012199,10000420,3,45.79,0.0,16.33,คาลพิส ออริจินัล 300 มล. 1x4x6 SBM,CALPIS LACTO,REFRESHMENT
HSA04C00993,20220302,FMK004919,10000420,6,91.59,0.0,16.33,คาลพิส ออริจินัล 300 มล. 1x4x6 SBM,CALPIS LACTO,REFRESHMENT
HSZ51C02176,20220526,KNB009453,20001730,6,48.6,0.0,8.67,เบบี้มายด์แป้ง สวีทตี้พิงค์ 50ก. (1x8x6),BBM,BABY TALCUM
HSO05C00368,20220319,BBW021058,10000302,10,97.2,0.0,10.4,เอ็ม-150 กระชายดำ น้ำผึ้ง 150 มล. 1X5X10 VM,M-150,ENERGY DRINK
HSO04C02139,20220427,BBW012294,10000302,20,164.49,32.0,10.4,เอ็ม-150 กระชายดำ น้ำผึ้ง 150 มล. 1X5X10 VM,M-150,ENERGY DRINK
HSO06C00490,20220205,BBW013370,10000378,70,564.49,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSV92C01338,20220403,KCS007522,10000430,150,1177.57,30.0,8.6,ฉลามขาว วิตามินซี BOTTLE 150ML 1x5x10,CHALARM,ENERGY DRINK
HSV94C00492,20220312,KCS006562,10000430,5000,39252.34,1000.0,8.6,ฉลามขาว วิตามินซี BOTTLE 150ML 1x5x10,CHALARM,ENERGY DRINK
HSV63C02543,20220510,EKP003339,10000430,100,794.39,10.0,8.6,ฉลามขาว วิตามินซี BOTTLE 150ML 1x5x10,CHALARM,ENERGY DRINK
SOA61C00805,20220226,ASC006078,10000512,0,0.0,0.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
SOA54C00628,20220215,ASC002570,10000539,0,0.0,0.0,12.33,คาลพิส โซดาออริจินัลน้ำตาลน้อย245มล1X4X6,CALPIS LACTO,REFRESHMENT
HSW44C01572,20220407,BBD004692,10000565,12,91.59,4.0,8.5,เอ็มเกลือแร่ 250มล ขาว 1x24,M-ELECTROLYTE,SPORT DRINK
HSO01C02761,20220726,BBW007873,10000566,12,91.59,4.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSAG8C00083,20220406,STW002747,10000566,12,91.59,4.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSO89C01216,20220611,KMC002648,10000578,120,1261.68,50.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO89C01208,20220611,KMC003024,10000578,120,1261.68,50.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSAI6C00496,20220531,KMC003613,10000578,144,1514.02,60.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
SOA54C00726,20220224,ASC000603,10000600,0,0.0,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSU01C02846,20220711,HTW010874,10000600,150,1457.94,15.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVU922200568,20220223,ASC005399,10000600,100,803.74,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO06C03594,20220727,BBW010468,10000600,30,294.39,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAA3C00069,20220208,ACW000190,10000602,30,375.0,3.75,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAG8C01210,20220614,STW002747,10000603,10,125.23,1.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO41C01827,20220526,JSS004949,10000627,20,250.47,2.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAG9C00112,20220419,BBD010852,10000628,150,1869.16,25.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAG8C01220,20220614,STW028293,10000628,50,625.0,6.25,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV88C03296,20220726,KCS003771,10000628,10,125.0,1.25,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO41C01617,20220512,JSS004949,10000628,10,125.0,1.25,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAI6C00841,20220630,KMC003613,10000640,170,1640.19,30.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSO39C02450,20220802,KMC003765,10000640,30,294.39,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSV88C02226,20220523,KCS002575,10000425,3,23.36,0.0,8.33,คาลพิส มินิ ออริจินัล 140มล 1x4x6 SBM,CALPIS LACTO,REFRESHMENT
HSB87C02387,20220523,BBW015956,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSAG8C00514,20220507,STW028293,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSAA3C00340,20220302,ACW000861,10000504,20,158.88,0.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
HSNN7C02324,20220601,ACW006654,10000504,20,158.88,0.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
HSQ46C03453,20220727,KCM003793,10000640,20,196.26,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSAH1C01160,20220629,BBW021371,10000628,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSA04C03064,20220622,FMK001873,10000628,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAM1C00152,20220419,ACW000184,10000602,30,373.83,5.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSW42C00966,20220224,BBD001541,10000603,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSZ51C01060,20220310,KNB010641,10000603,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
IVA582200588,20220318,ASC001137,10000604,30,373.83,5.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV94C01741,20220515,KCS006430,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
IVU922201408,20220506,ASC005242,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO43C01002,20220412,JSS004726,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAH1C00948,20220614,BBW021371,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792203721,20220321,STW004684,10000378,40,392.52,0.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSV94C00603,20220321,KCS007624,10000504,50,392.52,5.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
HSAG8C01320,20220622,STW002747,10000578,36,392.52,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSAG9C00003,20220410,BBD001397,10000578,36,392.52,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSA04C00647,20220214,FMK005932,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00746,20220224,BBW003432,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO02C00947,20220208,BBW002586,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSS92C00795,20220304,PET012945,10000378,50,485.98,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSV87C02921,20220712,KCS002421,10000629,10,126.17,0.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ51C01864,20220506,KNB004584,10000629,10,126.17,0.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792201053,20220204,STW028275,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO01C00718,20220222,BBW003428,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSS92C00734,20220228,PET012823,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSP81C00891,20220216,STW002585,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO04C01938,20220419,BBW012097,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO04C02125,20220427,BBW020574,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSB77C00301,20220221,ACW007640,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO01C00574,20220211,BBW011277,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSAA3C01926,20220525,ACW000860,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSP83C00902,20220215,STW028929,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSB76C00874,20220407,ACW001110,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO01C00723,20220222,BBW007873,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSU16C02987,20220615,HTW012630,10000504,20,158.88,0.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
IVVV62202697,20220517,ARP001397,10000425,24,183.18,4.0,8.33,คาลพิส มินิ ออริจินัล 140มล 1x4x6 SBM,CALPIS LACTO,REFRESHMENT
HSV64C03135,20220625,EKP002918,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSQ48C01810,20220603,KCM001852,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSAA2C01591,20220514,ACW000221,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSAG8C01089,20220607,STW002760,10000600,20,196.26,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSJ25C02468,20220428,JBO004680,10000602,20,249.22,3.33,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAA3C00457,20220311,ACW006707,10000602,20,249.22,3.33,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSA77C01650,20220319,ACW000184,10000604,20,249.22,3.33,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HST24C00715,20220221,EKR000860,10000602,30,373.83,5.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO47C01545,20220504,JSS006097,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
IVA562202362,20220623,ASC000466,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAO4C00310,20220503,KNB010641,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSS86C02445,20220613,PET008214,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV63C03939,20220720,EKP003339,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAL2C00847,20220720,BVD004581,10000629,30,373.83,5.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSQ46C01599,20220328,KCM003793,10000504,50,392.52,5.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
HSAO4C00928,20220620,KNB007044,10000578,36,392.52,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSA80C01010,20220225,ACW004521,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00623,20220215,BBW003428,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00674,20220219,BBW011277,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
